,split_number,it_1,it_2,it_3,it_4,it_5,it_6,it_7,it_8,it_9,it_10,it_11,it_12,it_13,it_14,it_15,it_16,it_17,it_18,it_19,it_20,it_21,it_22,it_23,it_24,it_25,it_26,it_27,it_28,it_29,it_30
37,7600,0.913961038961,0.919072793819,0.911382113821,0.920660491341,0.918218623482,0.918259455063,0.918962722853,0.916734033953,0.918896999189,0.914936914937,0.919773095624,0.922640745241,0.923510466989,0.910939406263,0.916295996765,0.918218623482,0.916160388821,0.914447134786,0.915102040816,0.914215686275,0.911454102356,0.922764227642,0.915986949429,0.920724346076,0.926179911255,0.922455573506,0.920016240357,0.918300653595,0.919484702093,0.917041275031
38,7800,0.91389114541,0.90879211175,0.914867617108,0.922330097087,0.916431166734,0.915102040816,0.918853451756,0.92114840275,0.918699186992,0.920145926226,0.911525974026,0.922204213938,0.921893970053,0.908866995074,0.914728682171,0.918896999189,0.915584415584,0.918325883787,0.918787878788,0.915750915751,0.915623738393,0.922640745241,0.916129032258,0.916295996765,0.919381107492,0.91913856156,0.919006919007,0.918742343814,0.922828282828,0.915918367347
39,8000,0.918218623482,0.913539967374,0.91983805668,0.9223964616,0.919725695845,0.917647058824,0.921711057304,0.922578029996,0.922262922263,0.918590522479,0.920404040404,0.921521035599,0.918433931485,0.917752442997,0.917037636584,0.922083165119,0.914798206278,0.917886178862,0.919204222493,0.917446116307,0.913751017087,0.925985518906,0.92195713708,0.917513206014,0.923448831587,0.914589293012,0.920532472771,0.919204222493,0.917238595075,0.917886178862
40,8200,0.92071197411,0.91845841785,0.921893970053,0.923076923077,0.916092419943,0.920956627483,0.920903954802,0.922891566265,0.919512195122,0.920583468395,0.919660880097,0.918300653595,0.924137931034,0.914052953157,0.916734033953,0.922267206478,0.918590522479,0.918831168831,0.920032310178,0.914052953157,0.91845841785,0.925686591276,0.916428862617,0.923698021801,0.919419822724,0.92077607114,0.922389272653,0.922765871411,0.9223964616,0.92245229395
41,8400,0.916260162602,0.920519059205,0.916734033953,0.923698021801,0.913008130081,0.924818108327,0.915993537964,0.92295280355,0.916938110749,0.918787878788,0.923201293452,0.920325203252,0.92295214923,0.917713822456,0.91734197731,0.919820919821,0.918019480519,0.919028340081,0.918590522479,0.921711057304,0.912937347437,0.923572003218,0.921330089213,0.91797979798,0.921893970053,0.918218623482,0.920634920635,0.923512747875,0.926341072858,0.920260374288
42,8600,0.921900161031,0.919559003675,0.920583468395,0.921584478577,0.921711057304,0.917378917379,0.921837228042,0.926120306823,0.921275736778,0.920454545455,0.922518159806,0.915819438796,0.923450789793,0.917647058824,0.91551584078,0.922267206478,0.918524523713,0.921893970053,0.914192761285,0.923817161187,0.915613534448,0.922580645161,0.922703358964,0.919773095624,0.925010133766,0.913469387755,0.91785860237,0.920404040404,0.918962722853,0.918633034988
43,8800,0.92202020202,0.920389926889,0.921138211382,0.922580645161,0.922828282828,0.922455573506,0.916938110749,0.927302100162,0.922204213938,0.916360669115,0.921266233766,0.921640276086,0.924574209246,0.919204222493,0.915918367347,0.923014913341,0.91933522497,0.916734033953,0.9200968523,0.920903954802,0.919224555735,0.927360774818,0.922828282828,0.919967663703,0.921266233766,0.922326148841,0.920828258222,0.918392204629,0.918085969181,0.92400482509
44,9000,0.921767328739,0.922014622258,0.921584478577,0.921774193548,0.92270531401,0.918500407498,0.920903954802,0.923448831587,0.921393841167,0.920828258222,0.92295280355,0.92295214923,0.924199432509,0.916938110749,0.920956627483,0.925820835022,0.924322136787,0.919725695845,0.922204213938,0.921457489879,0.922764227642,0.923824959481,0.918896999189,0.917685411573,0.925131525698,0.922640745241,0.919159256265,0.92270531401,0.921824104235,0.923943661972
45,9200,0.917913465427,0.922077922078,0.918244059605,0.918656414407,0.924071082391,0.922640745241,0.917274939173,0.926809543065,0.923821039903,0.919117647059,0.92071197411,0.916973415133,0.922330097087,0.921521035599,0.919400567031,0.921703853955,0.922392886015,0.923325262308,0.918962722853,0.918192918193,0.922578029996,0.927360774818,0.920583468395,0.921521035599,0.923886639676,0.921457489879,0.917140536149,0.921655283246,0.924071082391,0.917952883834
46,9400,0.918085969181,0.920016240357,0.925866236906,0.924566357402,0.920145926226,0.918699186992,0.919951239334,0.924260834346,0.924137931034,0.925385239254,0.919886132574,0.918962722853,0.928109854604,0.914867617108,0.919773095624,0.923263327948,0.920956627483,0.921465968586,0.921521035599,0.923076923077,0.919886132574,0.924505450141,0.924437299035,0.922455573506,0.920454545455,0.921202274574,0.92301458671,0.923943661972,0.924193548387,0.916024340771
