user,timestamp,action,app_version,data
u1,2018-6-1_15.56.11,Close Comparative Connection, prediction add-on,1
u1,2018-6-1_15.56.10,Close Comparative Connection, prediction add-on,2
u1,2018-6-1_15.57.37,Connection, prediction add-on,3
u1,2018-6-1_15.57.2,Close Comparative Connection, prediction add-on,4
u1,2018-6-1_15.56.10,Close Connection, prediction add-on,5
u1,2018-6-1_15.53.54,Connection, prediction add-on,6
u1,2018-6-1_16.0.21,Connection, prediction add-on,7
u1,2018-6-1_15.55.19,Close Comparative Connection, prediction add-on,8
u1,2018-6-1_15.59.56,Close Comparative Connection, prediction add-on,9
u1,2018-6-1_15.55.51,Filter, prediction add-on,10
u1,2018-6-1_15.57.1,Close Connection, prediction add-on,11
u1,2018-6-1_15.57.3,Close Comparative Connection, prediction add-on,12
u1,2018-6-1_15.57.27,Close Connection, prediction add-on,13
u1,2018-6-1_15.57.10,Connection, prediction add-on,14
u1,2018-6-1_15.57.10,Connection, prediction add-on,15
u1,2018-6-1_16.0.43,Close Comparative Connection, prediction add-on,16
u1,2018-6-1_16.0.21,Connection, prediction add-on,17
u1,2018-6-1_15.56.46,Connection, prediction add-on,18
u1,2018-6-1_15.54.0,Close Comparative Connection, prediction add-on,19
u1,2018-6-1_15.59.39,Connection, prediction add-on,20
u1,2018-6-1_15.53.59,Close Comparative Connection, prediction add-on,21
u1,2018-6-1_15.57.43,Close Comparative Connection, prediction add-on,22
u1,2018-6-1_15.57.24,Connection, prediction add-on,23
u1,2018-6-1_15.57.29,Close Comparative Connection, prediction add-on,24
u1,2018-6-1_15.57.55,Connection, prediction add-on,25
u1,2018-6-1_15.59.49,Filter, prediction add-on,26
u1,2018-6-1_15.54.7,Close Connection, prediction add-on,27
u1,2018-6-1_15.56.57,Connection, prediction add-on,28
u1,2018-6-1_15.56.57,Connection, prediction add-on,29
u1,2018-6-1_15.54.10,Close Comparative Connection, prediction add-on,30
u1,2018-6-1_15.59.55,Close Connection, prediction add-on,31
u1,2018-6-1_15.56.32,Close Comparative Connection, prediction add-on,32
u1,2018-6-1_15.57.15,Close Comparative Connection, prediction add-on,33
u1,2018-6-1_15.58.5,Close Comparative Connection, prediction add-on,34
u1,2018-6-1_15.57.24,Connection, prediction add-on,35
u1,2018-6-1_15.56.6,Connection, prediction add-on,36
u1,2018-6-1_16.0.43,Close Connection, prediction add-on,37
u1,2018-6-1_15.57.28,Close Comparative Connection, prediction add-on,38
u1,2018-6-1_15.54.16,Connection, prediction add-on,39
u1,2018-6-1_15.54.16,Connection, prediction add-on,40
u1,2018-6-1_15.57.55,Connection, prediction add-on,41
u1,2018-6-1_15.54.8,Close Comparative Connection, prediction add-on,42
u1,2018-6-1_15.54.19,Close Connection, prediction add-on,43
u1,2018-6-1_15.55.35,Connection, prediction add-on,44
u1,2018-6-1_15.57.37,Connection, prediction add-on,45
u1,2018-6-1_15.54.21,Close Comparative Connection, prediction add-on,46
u1,2018-6-1_15.53.54,Connection, prediction add-on,47
u1,2018-6-1_15.56.6,Connection, prediction add-on,48
u1,2018-6-1_15.55.24,Close Comparative Connection, prediction add-on,49
u1,2018-6-1_15.54.4,Connection, prediction add-on,50
u1,2018-6-1_15.58.43,Connection, prediction add-on,51
u1,2018-6-1_15.58.43,Connection, prediction add-on,52
u1,2018-6-1_15.58.43,Connection, prediction add-on,53
u1,2018-6-1_15.56.57,Connection, prediction add-on,54
u1,2018-6-1_15.57.44,Close Comparative Connection, prediction add-on,55
u1,2018-6-1_15.58.51,Close Connection, prediction add-on,56
u1,2018-6-1_15.58.52,Close Comparative Connection, prediction add-on,57
u1,2018-6-1_15.58.52,Close Comparative Connection, prediction add-on,58
u1,2018-6-1_15.54.36,Connection, prediction add-on,59
u1,2018-6-1_15.54.36,Connection, prediction add-on,60
u1,2018-6-1_15.54.36,Connection, prediction add-on,61
u1,2018-6-1_15.53.57,Close Connection, prediction add-on,62
u1,2018-6-1_15.58.6,Close Comparative Connection, prediction add-on,63
u1,2018-6-1_15.54.39,Close Connection, prediction add-on,64
u1,2018-6-1_15.54.4,Connection, prediction add-on,65
u1,2018-6-1_15.57.55,Connection, prediction add-on,66
u1,2018-6-1_15.54.39,Close Comparative Connection, prediction add-on,67
u1,2018-6-1_15.54.40,Close Comparative Connection, prediction add-on,68
u1,2018-6-1_15.56.28,Connection, prediction add-on,69
u1,2018-6-1_15.56.28,Connection, prediction add-on,70
u1,2018-6-1_15.56.28,Connection, prediction add-on,71
u1,2018-6-1_15.58.4,Close Connection, prediction add-on,72
u1,2018-6-1_15.56.33,Close Comparative Connection, prediction add-on,73
u1,2018-6-1_15.59.22,Connection, prediction add-on,74
u1,2018-6-1_15.59.22,Connection, prediction add-on,75
u1,2018-6-1_15.56.49,Close Connection, prediction add-on,76
u1,2018-6-1_15.59.25,Close Connection, prediction add-on,77
u1,2018-6-1_16.0.21,Connection, prediction add-on,78
u1,2018-6-1_15.59.26,Close Comparative Connection, prediction add-on,79
u1,2018-6-1_15.59.27,Close Comparative Connection, prediction add-on,80
u1,2018-6-1_15.54.16,Connection, prediction add-on,81
u1,2018-6-1_16.1.58,Connection, prediction add-on,82
u1,2018-6-1_16.1.58,Connection, prediction add-on,83
u1,2018-6-1_15.54.21,Close Comparative Connection, prediction add-on,84
u1,2018-6-1_15.59.39,Connection, prediction add-on,85
u1,2018-6-1_15.59.39,Connection, prediction add-on,86
u1,2018-6-1_15.56.46,Connection, prediction add-on,87
u1,2018-6-1_16.2.2,Close Connection, prediction add-on,88
u1,2018-6-1_15.57.24,Connection, prediction add-on,89
u1,2018-6-1_15.57.42,Close Connection, prediction add-on,90
u1,2018-6-1_15.59.43,Filter, prediction add-on,91
u1,2018-6-1_15.56.50,Close Comparative Connection, prediction add-on,92
u1,2018-6-1_15.56.51,Close Comparative Connection, prediction add-on,93
u1,2018-6-1_15.55.2,Connection, prediction add-on,94
u1,2018-6-1_15.55.2,Connection, prediction add-on,95
u1,2018-6-1_15.55.2,Connection, prediction add-on,96
u1,2018-6-1_15.55.5,Close Connection, prediction add-on,97
u1,2018-6-1_15.59.54,Filter, prediction add-on,98
u1,2018-6-1_15.55.7,Close Comparative Connection, prediction add-on,99
u1,2018-6-1_15.55.7,Close Comparative Connection, prediction add-on,100
u1,2018-6-1_15.59.57,Close Comparative Connection, prediction add-on,101
u1,2018-6-1_15.56.46,Connection, prediction add-on,102
u1,2018-6-1_15.55.14,Connection, prediction add-on,103
u1,2018-6-1_15.55.14,Connection, prediction add-on,104
u1,2018-6-1_15.55.14,Connection, prediction add-on,105
u1,2018-6-1_15.54.4,Connection, prediction add-on,106
u1,2018-6-1_15.55.17,Close Connection, prediction add-on,107
u1,2018-6-1_15.57.10,Connection, prediction add-on,108
u1,2018-6-1_16.2.12,Close Comparative Connection, prediction add-on,109
u1,2018-6-1_16.2.13,Close Comparative Connection, prediction add-on,110
u1,2018-6-1_15.57.13,Close Connection, prediction add-on,111
u1,2018-6-1_15.56.32,Close Connection, prediction add-on,112
u1,2018-6-1_15.59.22,Connection, prediction add-on,113
u1,2018-6-1_15.57.14,Close Comparative Connection, prediction add-on,114
u1,2018-6-1_16.2.15,Connection, prediction add-on,115
u1,2018-6-1_16.2.15,Connection, prediction add-on,116
u1,2018-6-1_16.2.15,Connection, prediction add-on,117
u1,2018-6-1_16.2.19,Close Connection, prediction add-on,118
u1,2018-6-1_16.2.20,Close Comparative Connection, prediction add-on,119
u1,2018-6-1_16.2.21,Close Comparative Connection, prediction add-on,120
u1,2018-6-1_16.2.26,Connection, prediction add-on,121
u1,2018-6-1_16.2.26,Connection, prediction add-on,122
u1,2018-6-1_16.2.26,Connection, prediction add-on,123
u1,2018-6-1_16.1.58,Connection, prediction add-on,124
u1,2018-6-1_15.57.37,Connection, prediction add-on,125
u1,2018-6-1_16.2.44,Connection, prediction add-on,126
u1,2018-6-1_15.55.35,Connection, prediction add-on,127
u1,2018-6-1_15.55.35,Connection, prediction add-on,128
u1,2018-6-1_15.53.54,Connection, prediction add-on,129
u1,2018-6-1_15.56.6,Connection, prediction add-on,130
u1,2018-6-1_15.55.39,Close Connection, prediction add-on,131
u1,2018-6-1_15.55.40,Close Comparative Connection, prediction add-on,132
u1,2018-6-1_15.55.43,Close Comparative Connection, prediction add-on,133
u1,2018-6-1_16.2.53,Connection, prediction add-on,134
u1,2018-6-1_16.0.44,Close Comparative Connection, prediction add-on,135
u1,2018-6-1_15.49.24,Connection, full app,136
u1,2018-6-1_15.45.24,Connection, full app,137
u1,2018-6-1_15.45.24,Connection, full app,138
u1,2018-6-1_15.45.24,Connection, full app,139
u1,2018-6-1_15.47.28,Close Connection, full app,140
u1,2018-6-1_15.45.27,Close Comparative Connection, full app,141
u1,2018-6-1_15.46.43,Connection, full app,142
u1,2018-6-1_15.45.28,Close Comparative Connection, full app,143
u1,2018-6-1_15.43.1,Connection, full app,144
u1,2018-6-1_15.47.31,Close Comparative Connection, full app,145
u1,2018-6-1_15.49.33,Close Comparative Connection, full app,146
u1,2018-6-1_15.50.11,Close Connection, full app,147
u1,2018-6-1_15.45.33,Close Connection, full app,148
u1,2018-6-1_15.49.44,Connection, full app,149
u1,2018-6-1_15.49.44,Connection, full app,150
u1,2018-6-1_15.46.50,Close Connection, full app,151
u1,2018-6-1_15.49.44,Connection, full app,152
u1,2018-6-1_15.44.47,Close Connection, full app,153
u1,2018-6-1_15.46.58,Connection, full app,154
u1,2018-6-1_15.45.48,Connection, full app,155
u1,2018-6-1_15.45.48,Connection, full app,156
u1,2018-6-1_15.45.48,Connection, full app,157
u1,2018-6-1_15.47.3,Connection, full app,158
u1,2018-6-1_15.47.3,Connection, full app,159
u1,2018-6-1_15.47.33,Close Comparative Connection, full app,160
u1,2018-6-1_15.44.56,Connection, full app,161
u1,2018-6-1_15.48.9,Close Connection, full app,162
u1,2018-6-1_15.47.6,Close Connection, full app,163
u1,2018-6-1_15.47.8,Close Comparative Connection, full app,164
u1,2018-6-1_15.47.9,Close Comparative Connection, full app,165
u1,2018-6-1_15.50.14,Close Comparative Connection, full app,166
u1,2018-6-1_15.46.8,Close Connection, full app,167
u1,2018-6-1_15.46.10,Close Comparative Connection, full app,168
u1,2018-6-1_15.46.12,Close Comparative Connection, full app,169
u1,2018-6-1_15.49.15,Close Comparative Connection, full app,170
u1,2018-6-1_15.49.16,Close Comparative Connection, full app,171
u1,2018-6-1_15.44.55,Connection, full app,172
u1,2018-6-1_15.44.56,Connection, full app,173
u1,2018-6-1_15.49.24,Connection, full app,174
u1,2018-6-1_15.49.35,Close Comparative Connection, full app,175
u1,2018-6-1_15.50.13,Close Comparative Connection, full app,176
u1,2018-6-1_15.49.24,Connection, full app,177
u1,2018-6-1_15.47.49,Connection, full app,178
u1,2018-6-1_15.48.31,Close Comparative Connection, full app,179
u1,2018-6-1_15.47.3,Connection, full app,180
u1,2018-6-1_15.47.49,Connection, full app,181
u1,2018-6-1_15.48.49,Connection, full app,182
u1,2018-6-1_15.49.32,Close Connection, full app,183
u1,2018-6-1_15.45.1,Close Connection, full app,184
u1,2018-6-1_15.48.49,Connection, full app,185
u1,2018-6-1_15.44.58,Close Comparative Connection, full app,186
u1,2018-6-1_15.45.0,Close Comparative Connection, full app,187
u1,2018-6-1_15.47.1,Close Connection, full app,188
u1,2018-6-1_15.47.17,Connection, full app,189
u1,2018-6-1_15.49.15,Close Connection, full app,190
u1,2018-6-1_15.47.17,Connection, full app,191
u1,2018-6-1_15.47.49,Connection, full app,192
u1,2018-6-1_15.48.30,Close Comparative Connection, full app,193
u1,2018-6-1_15.48.49,Connection, full app,194
u1,2018-6-1_15.33.0,Filter, full app,195
u1,2018-6-1_15.47.17,Connection, full app,196
u2,2018-6-1_15.46.17,Close Connection, simple app,197
u2,2018-6-1_15.40.22,Close Connection, simple app,198
u2,2018-6-1_15.53.43,Connection, simple app,199
u2,2018-6-1_15.46.17,Close Comparative Connection, simple app,200
u2,2018-6-1_15.54.46,Connection, simple app,201
u2,2018-6-1_15.53.55,Connection, simple app,202
u2,2018-6-1_15.54.35,Connection, simple app,203
u2,2018-6-1_15.53.44,Label Normal, simple app,204
u2,2018-6-1_15.53.45,Close Comparative Connection, simple app,205
u2,2018-6-1_15.54.46,Connection, simple app,206
u2,2018-6-1_15.44.50,Label Botnet, simple app,207
u2,2018-6-1_15.40.15,Label Normal, simple app,208
u2,2018-6-1_15.53.58,Label Normal, simple app,209
u2,2018-6-1_15.49.8,Label Normal, simple app,210
u2,2018-6-1_15.49.10,Close Connection, simple app,211
u2,2018-6-1_15.53.59,Close Comparative Connection, simple app,212
u2,2018-6-1_15.50.55,Connection, simple app,213
u2,2018-6-1_15.40.26,Label Normal, simple app,214
u2,2018-6-1_15.47.0,Close Connection, simple app,215
u2,2018-6-1_15.47.50,Connection, simple app,216
u2,2018-6-1_15.54.46,Connection, simple app,217
u2,2018-6-1_15.46.17,Close Connection, simple app,218
u2,2018-6-1_15.50.55,Connection, simple app,219
u2,2018-6-1_15.46.47,Connection, simple app,220
u2,2018-6-1_15.40.30,Connection, simple app,221
u2,2018-6-1_15.32.37,Filter, simple app,222
u2,2018-6-1_15.50.55,Connection, simple app,223
u2,2018-6-1_15.55.5,Close Connection, simple app,224
u2,2018-6-1_15.54.35,Connection, simple app,225
u2,2018-6-1_15.47.0,Close Comparative Connection, simple app,226
u2,2018-6-1_15.54.9,Connection, simple app,227
u2,2018-6-1_15.50.28,Close Connection, simple app,228
u2,2018-6-1_15.53.59,Close Comparative Connection, simple app,229
u2,2018-6-1_15.46.6,Connection, simple app,230
u2,2018-6-1_15.40.30,Connection, simple app,231
u2,2018-6-1_15.53.43,Connection, simple app,232
u2,2018-6-1_15.40.30,Connection, simple app,233
u2,2018-6-1_15.50.58,Close Comparative Connection, simple app,234
u2,2018-6-1_15.54.0,Close Connection, simple app,235
u2,2018-6-1_15.49.6,Connection, simple app,236
u2,2018-6-1_15.53.45,Close Comparative Connection, simple app,237
u2,2018-6-1_15.40.18,Connection, simple app,238
u2,2018-6-1_15.54.9,Connection, simple app,239
u2,2018-6-1_15.56.50,Connection, simple app,240
u2,2018-6-1_15.54.9,Connection, simple app,241
u2,2018-6-1_15.54.40,Close Comparative Connection, simple app,242
u2,2018-6-1_15.43.2,Connection, simple app,243
u2,2018-6-1_15.54.40,Close Connection, simple app,244
u2,2018-6-1_15.50.58,Close Comparative Connection, simple app,245
u2,2018-6-1_15.46.27,Connection, simple app,246
u2,2018-6-1_15.50.30,Close Connection, simple app,247
u2,2018-6-1_15.32.34,Filter, simple app,248
u2,2018-6-1_15.55.5,Close Comparative Connection, simple app,249
u2,2018-6-1_15.41.48,Close Connection, simple app,250
u2,2018-6-1_15.42.11,Connection, simple app,251
u2,2018-6-1_15.32.41,Close Comparative Connection, simple app,252
u2,2018-6-1_15.54.20,Close Connection, simple app,253
u2,2018-6-1_15.42.51,Close Connection, simple app,254
u2,2018-6-1_15.50.57,Label Normal, simple app,255
u2,2018-6-1_15.41.5,Connection, simple app,256
u2,2018-6-1_15.55.12,Connection, simple app,257
u2,2018-6-1_15.53.43,Connection, simple app,258
u2,2018-6-1_15.40.12,Connection, simple app,259
u2,2018-6-1_15.50.58,Close Connection, simple app,260
u2,2018-6-1_15.51.41,Label Normal, simple app,261
u2,2018-6-1_15.33.47,Close Connection, simple app,262
u2,2018-6-1_15.44.24,Connection, simple app,263
u2,2018-6-1_15.48.5,Close Connection, simple app,264
u2,2018-6-1_15.51.44,Close Comparative Connection, simple app,265
u2,2018-6-1_15.48.27,Close Connection, simple app,266
u2,2018-6-1_15.49.9,Close Comparative Connection, simple app,267
u2,2018-6-1_15.40.8,Close Comparative Connection, simple app,268
u2,2018-6-1_15.43.16,Label Botnet, simple app,269
u2,2018-6-1_15.51.38,Connection, simple app,270
u2,2018-6-1_15.32.44,Close Connection, simple app,271
u2,2018-6-1_15.51.38,Connection, simple app,272
u2,2018-6-1_15.46.27,Connection, simple app,273
u2,2018-6-1_15.47.59,Label Botnet, simple app,274
u2,2018-6-1_15.49.6,Connection, simple app,275
u2,2018-6-1_15.49.6,Connection, simple app,276
u2,2018-6-1_15.53.46,Close Connection, simple app,277
u2,2018-6-1_15.55.5,Close Comparative Connection, simple app,278
u2,2018-6-1_15.40.7,Close Connection, simple app,279
u2,2018-6-1_15.54.20,Close Comparative Connection, simple app,280
u2,2018-6-1_15.49.9,Close Comparative Connection, simple app,281
u2,2018-6-1_15.43.55,Connection, simple app,282
u2,2018-6-1_15.40.8,Close Comparative Connection, simple app,283
u2,2018-6-1_15.54.12,Label Normal, simple app,284
u2,2018-6-1_15.55.32,Connection, simple app,285
u2,2018-6-1_15.40.54,Close Comparative Connection, simple app,286
u2,2018-6-1_15.40.54,Close Comparative Connection, simple app,287
u2,2018-6-1_15.54.35,Connection, simple app,288
u2,2018-6-1_15.33.24,Connection, simple app,289
u2,2018-6-1_15.51.44,Close Comparative Connection, simple app,290
u2,2018-6-1_15.32.40,Close Connection, simple app,291
u2,2018-6-1_15.39.46,Show Sequence Connection, simple app,292
u2,2018-6-1_15.40.23,Close Comparative Connection, simple app,293
u2,2018-6-1_15.43.52,Label Botnet, simple app,294
u2,2018-6-1_15.40.24,Close Comparative Connection, simple app,295
u2,2018-6-1_15.45.27,Close Comparative Connection, simple app,296
u2,2018-6-1_15.45.14,Close Connection, simple app,297
u2,2018-6-1_15.35.45,Filter, simple app,298
u2,2018-6-1_15.45.28,Close Connection, simple app,299
u2,2018-6-1_15.47.0,Close Comparative Connection, simple app,300
u2,2018-6-1_15.47.50,Connection, simple app,301
u2,2018-6-1_15.55.15,Close Connection, simple app,302
u2,2018-6-1_15.36.4,Close Comparative Connection, simple app,303
u2,2018-6-1_15.41.48,Close Comparative Connection, simple app,304
u2,2018-6-1_15.41.48,Close Comparative Connection, simple app,305
u2,2018-6-1_15.51.44,Close Connection, simple app,306
u2,2018-6-1_15.42.11,Connection, simple app,307
u2,2018-6-1_15.39.56,Connection, simple app,308
u2,2018-6-1_15.39.56,Connection, simple app,309
u2,2018-6-1_15.45.28,Close Connection, simple app,310
u2,2018-6-1_15.51.38,Connection, simple app,311
u2,2018-6-1_15.55.32,Connection, simple app,312
u2,2018-6-1_15.50.3,Label Botnet, simple app,313
u2,2018-6-1_15.33.24,Connection, simple app,314
u2,2018-6-1_15.47.50,Connection, simple app,315
u2,2018-6-1_15.41.46,Label Normal, simple app,316
u2,2018-6-1_15.58.14,Label Normal, simple app,317
u2,2018-6-1_15.45.56,Connection, simple app,318
u2,2018-6-1_15.58.15,Close Comparative Connection, simple app,319
u2,2018-6-1_15.58.15,Close Comparative Connection, simple app,320
u2,2018-6-1_15.58.16,Close Connection, simple app,321
u2,2018-6-1_15.32.26,Connection, simple app,322
u2,2018-6-1_15.32.26,Connection, simple app,323
u2,2018-6-1_15.55.32,Connection, simple app,324
u2,2018-6-1_15.32.27,Connection, simple app,325
u2,2018-6-1_15.35.49,Filter, simple app,326
u2,2018-6-1_15.40.12,Connection, simple app,327
u2,2018-6-1_15.33.45,Close Comparative Connection, simple app,328
u2,2018-6-1_15.58.10,Label Normal, simple app,329
u2,2018-6-1_15.40.54,Close Connection, simple app,330
u2,2018-6-1_15.36.3,Close Connection, simple app,331
u2,2018-6-1_15.36.5,Close Comparative Connection, simple app,332
u2,2018-6-1_15.32.43,Close Comparative Connection, simple app,333
u2,2018-6-1_15.53.55,Connection, simple app,334
u2,2018-6-1_15.48.18,Connection, simple app,335
u2,2018-6-1_15.41.5,Connection, simple app,336
u2,2018-6-1_15.32.26,Connection, simple app,337
u2,2018-6-1_15.46.17,Close Connection, simple app,338
u2,2018-6-1_15.53.55,Connection, simple app,339
u2,2018-6-1_15.40.28,Close Connection, simple app,340
u2,2018-6-1_15.48.20,Label Botnet, simple app,341
u2,2018-6-1_15.33.46,Close Comparative Connection, simple app,342
u2,2018-6-1_15.45.56,Connection, simple app,343
u2,2018-6-1_15.35.55,Save Labeling, simple app,344
u2,2018-6-1_15.33.31,Connection, simple app,345
u2,2018-6-1_15.50.1,Connection, simple app,346
u2,2018-6-1_15.48.26,Close Comparative Connection, simple app,347
u2,2018-6-1_15.48.27,Close Comparative Connection, simple app,348
u2,2018-6-1_15.50.1,Connection, simple app,349
u2,2018-6-1_15.46.17,Close Comparative Connection, simple app,350
u2,2018-6-1_15.42.28,Label Normal, simple app,351
u2,2018-6-1_15.43.23,Connection, simple app,352
u2,2018-6-1_15.46.27,Connection, simple app,353
u2,2018-6-1_15.33.44,Close Connection, simple app,354
u2,2018-6-1_15.50.30,Close Comparative Connection, simple app,355
u2,2018-6-1_15.55.13,Label Botnet, simple app,356
u2,2018-6-1_15.33.24,Connection, simple app,357
u2,2018-6-1_15.54.20,Close Comparative Connection, simple app,358
u2,2018-6-1_15.50.19,Label Botnet, simple app,359
u2,2018-6-1_15.46.0,Connection, simple app,360
u2,2018-6-1_15.40.49,Label Normal, simple app,361
u2,2018-6-1_15.44.10,Label Normal, simple app,362
u2,2018-6-1_15.58.16,Close Connection, simple app,363
u2,2018-6-1_15.46.42,Label Normal, simple app,364
u2,2018-6-1_15.35.32,Connection, simple app,365
u2,2018-6-1_15.40.12,Connection, simple app,366
u2,2018-6-1_15.47.0,Close Connection, simple app,367
u2,2018-6-1_15.50.30,Close Comparative Connection, simple app,368
u2,2018-6-1_15.50.12,Connection, simple app,369
u2,2018-6-1_15.48.18,Connection, simple app,370
u2,2018-6-1_15.41.5,Connection, simple app,371
u2,2018-6-1_15.45.28,Close Comparative Connection, simple app,372
u2,2018-6-1_15.42.11,Connection, simple app,373
u2,2018-6-1_15.46.57,Label Normal, simple app,374
u2,2018-6-1_15.54.40,Close Comparative Connection, simple app,375
u2,2018-6-1_15.45.41,Filter, simple app,376
u2,2018-6-1_15.48.18,Connection, simple app,377
u2,2018-6-1_15.48.8,Close Comparative Connection, simple app,378
u2,2018-6-1_15.33.20,Filter, simple app,379
u2,2018-6-1_15.50.1,Connection, simple app,380
u2,2018-6-1_15.54.38,Label Normal, simple app,381
u2,2018-6-1_15.45.28,Close Connection, simple app,382
u2,2018-6-1_15.45.56,Connection, simple app,383
u2,2018-6-1_15.35.32,Connection, simple app,384
u2,2018-6-1_15.48.7,Close Comparative Connection, simple app,385
u2,2018-6-1_15.35.32,Connection, simple app,386
u2,2018-6-1_15.39.56,Connection, simple app,387
u3,2018-6-1_15.45.50,Close Comparative Connection, reorder add-on,388
u3,2018-6-1_15.33.34,Filter, reorder add-on,389
u3,2018-6-1_15.44.12,Connection, reorder add-on,390
u3,2018-6-1_15.46.9,Close Connection, reorder add-on,391
u3,2018-6-1_15.33.38,Close Comparative Connection, reorder add-on,392
u3,2018-6-1_15.39.3,Connection, reorder add-on,393
u3,2018-6-1_15.44.19,Close Connection, reorder add-on,394
u3,2018-6-1_15.46.12,Connection, reorder add-on,395
u3,2018-6-1_15.33.0,Connection, reorder add-on,396
u3,2018-6-1_15.32.6,Connection, reorder add-on,397
u3,2018-6-1_15.32.5,Connection, reorder add-on,398
u3,2018-6-1_15.45.52,Connection, reorder add-on,399
u3,2018-6-1_15.43.17,Close Connection, reorder add-on,400
u3,2018-6-1_15.33.24,Filter, reorder add-on,401
u3,2018-6-1_15.42.34,Close Connection, reorder add-on,402
u3,2018-6-1_15.44.12,Connection, reorder add-on,403
u3,2018-6-1_15.42.36,Connection, reorder add-on,404
u3,2018-6-1_15.45.50,Close Connection, reorder add-on,405
u3,2018-6-1_15.45.52,Connection, reorder add-on,406
u3,2018-6-1_15.46.12,Connection, reorder add-on,407
u3,2018-6-1_15.44.23,Connection, reorder add-on,408
u3,2018-6-1_15.44.23,Connection, reorder add-on,409
u3,2018-6-1_15.44.34,Connection, reorder add-on,410
u3,2018-6-1_15.45.50,Close Connection, reorder add-on,411
u3,2018-6-1_15.32.22,Connection, reorder add-on,412
u3,2018-6-1_15.44.23,Connection, reorder add-on,413
u3,2018-6-1_15.43.45,Connection, reorder add-on,414
u3,2018-6-1_15.33.0,Connection, reorder add-on,415
u3,2018-6-1_15.45.50,Close Connection, reorder add-on,416
u3,2018-6-1_15.43.2,Connection, reorder add-on,417
u3,2018-6-1_15.52.32,Connection, reorder add-on,418
u3,2018-6-1_15.52.32,Connection, reorder add-on,419
u3,2018-6-1_15.52.23,Connection, reorder add-on,420
u3,2018-6-1_15.33.32,Filter, reorder add-on,421
u3,2018-6-1_15.42.33,Close Comparative Connection, reorder add-on,422
u3,2018-6-1_15.33.31,Filter, reorder add-on,423
u3,2018-6-1_15.39.3,Connection, reorder add-on,424
u3,2018-6-1_15.44.20,Close Comparative Connection, reorder add-on,425
u3,2018-6-1_15.42.34,Close Connection, reorder add-on,426
u3,2018-6-1_15.46.12,Connection, reorder add-on,427
u3,2018-6-1_15.43.21,Connection, reorder add-on,428
u3,2018-6-1_15.44.18,Close Connection, reorder add-on,429
u3,2018-6-1_15.45.50,Close Comparative Connection, reorder add-on,430
u3,2018-6-1_15.42.36,Connection, reorder add-on,431
u3,2018-6-1_15.44.21,Close Comparative Connection, reorder add-on,432
u3,2018-6-1_15.44.19,Close Connection, reorder add-on,433
u3,2018-6-1_15.43.5,Connection, reorder add-on,434
u3,2018-6-1_15.32.6,Connection, reorder add-on,435
u3,2018-6-1_15.43.9,Close Comparative Connection, reorder add-on,436
u3,2018-6-1_15.46.11,Close Comparative Connection, reorder add-on,437
u3,2018-6-1_15.33.37,Close Connection, reorder add-on,438
u3,2018-6-1_15.52.13,Connection, reorder add-on,439
u3,2018-6-1_15.44.12,Connection, reorder add-on,440
u3,2018-6-1_15.45.52,Connection, reorder add-on,441
u3,2018-6-1_15.43.21,Connection, reorder add-on,442
u3,2018-6-1_15.44.17,Close Comparative Connection, reorder add-on,443
u3,2018-6-1_15.44.42,Connection, reorder add-on,444
u3,2018-6-1_15.41.50,Connection, reorder add-on,445
u3,2018-6-1_15.44.2,Connection, reorder add-on,446
u3,2018-6-1_15.46.23,Connection, reorder add-on,447
u3,2018-6-1_15.45.50,Close Comparative Connection, reorder add-on,448
u3,2018-6-1_15.42.31,Close Connection, reorder add-on,449
u3,2018-6-1_15.46.10,Close Comparative Connection, reorder add-on,450
u3,2018-6-1_15.42.29,Connection, reorder add-on,451
u3,2018-6-1_15.44.15,Close Connection, reorder add-on,452
u3,2018-6-1_15.33.38,Close Comparative Connection, reorder add-on,453
u3,2018-6-1_15.43.7,Close Connection, reorder add-on,454
u3,2018-6-1_15.42.32,Close Comparative Connection, reorder add-on,455
u3,2018-6-1_15.43.21,Connection, reorder add-on,456
u3,2018-6-1_15.43.7,Close Comparative Connection, reorder add-on,457
u3,2018-6-1_15.52.13,Connection, reorder add-on,458
u3,2018-6-1_15.42.36,Connection, reorder add-on,459
u3,2018-6-1_15.52.12,Connection, reorder add-on,460
u3,2018-6-1_15.43.18,Close Connection, reorder add-on,461
u3,2018-6-1_15.33.21,Filter, reorder add-on,462
u3,2018-6-1_15.44.34,Connection, reorder add-on,463
u3,2018-6-1_15.39.3,Connection, reorder add-on,464
u3,2018-6-1_15.33.0,Connection, reorder add-on,465
u3,2018-6-1_15.44.16,Close Comparative Connection, reorder add-on,466
u3,2018-6-1_15.46.23,Connection, reorder add-on,467
u3,2018-6-1_15.33.19,Filter, reorder add-on,468
u3,2018-6-1_15.32.50,Ranking Reset, reorder add-on,469
u4,2018-6-1_15.31.53,Close Connection, prediction add-on,470
u4,2018-6-1_15.31.37,Connection, prediction add-on,471
u4,2018-6-1_15.30.58,Connection, prediction add-on,472
u4,2018-6-1_15.31.37,Connection, prediction add-on,473
u4,2018-6-1_15.35.58,Close Connection, prediction add-on,474
u4,2018-6-1_15.41.48,Connection, prediction add-on,475
u4,2018-6-1_15.35.58,Close Connection, prediction add-on,476
u4,2018-6-1_15.43.15,Close Connection, prediction add-on,477
