Load,Parallelism,BudgetRatio
0.0,0.5087912087912088,0.2458083221927271
0.0,0.5,0.25317257751200417
0.0,0.5375,1.0
0.0,0.9949748743718593,1.0
0.0,0.9940476190476191,1.0
0.0,0.972972972972973,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010582010582010583,0.526984126984127,0.2458083221927271
0.0,0.5041208791208791,0.34371744762161405
0.0,0.5018518518518519,0.5793709376658156
0.0,0.5018450184501845,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010559662090813093,0.5258711721224921,0.2458083221927271
0.0,0.5063451776649747,0.3063375076938362
0.0,0.5,0.3914875760137642
0.0,0.5,0.5421977335992647
0.0,0.5348189415041783,0.9610686065910606
0.0,0.6111111111111112,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010893246187363835,0.5065359477124183,0.25317257751200417
0.0,0.5111695137976346,0.3302834881947503
0.0,0.5,0.4314644254972997
0.0,0.5,0.7293930053721304
0.0,0.5129310344827587,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.001059322033898305,0.527542372881356,0.2458083221927271
0.0,0.5077138849929874,0.3582905677509375
0.0,0.500990099009901,0.6714389640826308
0.0,0.5447761194029851,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0012106537530266344,0.5,0.28562903300666237
0.0,0.5239567233384853,0.4546792677607977
0.0,0.5024390243902439,1.0
0.0,0.6666666666666666,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010309278350515464,0.51340206185567,0.22607977349772512
0.0,0.5244831338411317,0.2458083221927271
0.0,0.5,0.28562903300666237
0.0,0.5,0.3178601436629757
0.0,0.5,0.374154160250979
0.0,0.5,0.4314644254972997
0.0,0.50093808630394,0.5421977335992647
0.0,0.5,0.6714389640826308
0.0,0.5029585798816568,0.9610686065910606
0.0,0.5,1.0
0.0,0.5409836065573771,1.0
0.0,0.9411764705882353,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010438413361169101,0.5198329853862212,0.238860378500625
0.0,0.5,0.28562903300666237
0.0,0.5013774104683195,0.34371744762161405
0.0,0.500823723228995,0.4314644254972997
0.0,0.5,0.6220165377043089
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010298661174047373,0.49948506694129763,0.21459739791648752
0.0,0.5327754532775453,0.4314644254972997
0.0,0.513986013986014,1.0
0.0,0.9827586206896551,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.001004016064257028,0.5,0.20928276219946854
0.0,0.5496296296296296,0.5095070864399637
0.0,0.9830508474576272,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010050251256281408,0.4994974874371859,0.21459739791648752
0.0022172949002217295,0.549889135254989,0.8815763447940356
1.0,1.0,1.0
0.007633587786259542,0.9541984732824428,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.003952569169960474,0.4980237154150198,0.7829751520275284
0.0,0.5,0.7829751520275284
0.0,0.5086206896551724,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.001658374792703151,0.5024875621890548,0.5421977335992647
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010121457489878543,0.5040485829959515,0.21459739791648752
0.0,0.5005279831045406,0.22607977349772512
0.0,0.5075921908893709,0.238860378500625
0.0,0.5089887640449439,0.25317257751200417
0.0,0.5,0.26754306981311526
0.0,0.623608017817372,1.0
0.0,0.9950248756218906,1.0
0.0,0.9941176470588236,1.0
0.0,0.972972972972973,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.001004016064257028,0.5,0.20928276219946854
0.0,0.5071982281284607,0.2458083221927271
0.0,0.550185873605948,0.3466379884891871
0.0,0.5,0.7982965281468257
0.0,0.5185185185185185,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010460251046025104,0.5209205020920502,0.238860378500625
0.0,0.5006119951040392,0.28562903300666237
0.0,0.5308804204993429,0.34371744762161405
0.0,0.5,0.4546792677607977
0.0,0.5009671179883946,0.6220165377043089
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010471204188481676,0.5162303664921466,0.238860378500625
0.0,0.5543018335684062,0.4546792677607977
0.0,0.5,0.5421977335992647
0.0,0.5,0.8629288509945994
0.0,0.5,1.0
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0016891891891891893,0.5033783783783784,0.5793709376658156
0.0,0.5104895104895105,1.0
0.0,0.5072463768115942,1.0
0.0,0.7021276595744681,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5555555555555556,0.37761744484953574
0.0,0.5,1.0
0.0,1.0,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5294117647058824,0.30865521907477056
0.0,0.5,0.5793709376658156
0.0,0.6939890710382514,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010482180293501049,0.5220125786163522,0.238860378500625
0.0,0.5,0.28562903300666237
0.0,0.5321100917431193,0.34371744762161405
0.0,0.5394932935916542,0.4314644254972997
0.0,0.5054054054054054,1.0
0.0,1.0,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0011025358324145535,0.4994487320837927,0.238860378500625
0.0,0.5151098901098901,0.3582905677509375
0.0,0.5010224948875256,0.7293930053721304
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5081632653061224,0.21459739791648752
0.0,0.5,0.22018899212983353
0.0,0.5042643923240938,0.22607977349772512
0.0,0.6868537666174298,1.0
0.0,0.5921450151057401,0.9610686065910606
0.0,0.5882352941176471,1.0
0.0,0.6132404181184669,1.0
0.0,0.5202020202020202,1.0
0.0,0.5240963855421686,1.0
0.0,0.5563380281690141,1.0
0.0,0.5982905982905983,1.0
0.0,0.6025641025641025,1.0
0.0,0.7966101694915254,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010559662090813093,0.5258711721224921,0.2458083221927271
0.0,0.5063451776649747,0.3063375076938362
0.0,0.51875,0.4314644254972997
0.0,0.5022026431718062,0.7982965281468257
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0016181229773462784,0.5032362459546925,0.5421977335992647
0.0,0.5407725321888412,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.001006036217303823,0.5010060362173038,0.20928276219946854
0.0,0.5030549898167006,0.21459739791648752
0.0,0.5071868583162218,0.22018899212983353
0.0,0.5031578947368421,0.22607977349772512
0.0,0.630173564753004,0.6316473330024537
0.0,0.9973474801061007,1.0
0.0,0.9928057553956835,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0012674271229404308,0.5918884664131813,0.4598039077783116
0.0,0.5052631578947369,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0013422818791946308,0.5288590604026846,0.3914875760137642
0.0,0.6515151515151515,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.001004016064257028,0.5,0.20928276219946854
0.0,0.5075921908893709,0.25317257751200417
0.0,0.5202086049543677,0.3302834881947503
0.0,0.5050847457627119,0.4805343032955303
0.0,0.5230352303523035,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0013422818791946308,0.4993288590604027,0.2762903911054637
0.001379310344827586,0.4993103448275862,0.28562903300666237
0.001392757660167131,0.5041782729805014,0.29562105315182297
0.0019267822736030828,0.5491329479768786,0.8629288509945994
0.0019455252918287938,0.5,0.4546792677607977
0.0,0.5151515151515151,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5005128205128205,0.21459739791648752
0.0,0.5433070866141733,0.3203562021970202
0.0,0.5204545454545455,0.9842557859514107
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0014727540500736377,0.5095729013254786,0.4546792677607977
0.0,0.5139664804469274,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0011350737797956867,0.5017026106696936,0.25317257751200417
0.0,0.5006711409395973,0.3302834881947503
0.0,0.5,0.4546792677607977
0.0,0.5,0.7293930053721304
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.001004016064257028,0.5,0.20928276219946854
0.0,0.5184770436730123,0.27817433687128984
0.0,0.5024232633279483,0.4314644254972997
0.0,0.5,0.9842557859514107
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010626992561105207,0.5005313496280552,0.22607977349772512
0.0,0.5187637969094923,0.25317257751200417
0.0,0.5,0.2762903911054637
0.0,0.5119496855345912,0.3063375076938362
0.0,0.6935483870967742,1.0
0.0,0.5,1.0
0.0,0.6739130434782609,1.0
0.0,0.9888888888888889,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.001184834123222749,0.5521327014218009,0.3466379884891871
0.0,0.5139664804469274,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5005128205128205,0.21459739791648752
0.0,0.5433070866141733,0.3203562021970202
0.0,0.5204545454545455,0.9842557859514107
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5048128342245989,0.25317257751200417
0.0,0.5147625160462131,0.3302834881947503
0.0,0.5041322314049587,0.4546792677607977
0.0,0.5,0.7293930053721304
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0015290519877675841,0.5030581039755352,0.4805343032955303
0.0,0.5138888888888888,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0011918951132300357,0.5387365911799762,0.3203562021970202
0.0,0.5,0.9842557859514107
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.001037344398340249,0.5145228215767634,0.23229441482693808
0.0,0.5831381733021077,0.3466379884891871
0.0,0.590566037735849,0.7293930053721304
0.0,0.5015015015015015,1.0
0.0,0.5,1.0
0.0,0.75,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.506,0.8815763447940356
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010869565217391304,0.5054347826086957,0.25317257751200417
0.0,0.5137976346911958,0.3302834881947503
0.0,0.5,0.4546792677607977
0.0,0.5,0.7293930053721304
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0016611295681063123,0.5033222591362126,0.5421977335992647
0.0,0.5384615384615384,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0012953367875647669,0.5427461139896373,0.3914875760137642
0.0,0.5,1.0
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5213004484304933,0.27817433687128984
0.0,0.5016129032258064,0.4314644254972997
0.0,0.5,0.9842557859514107
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010080645161290322,0.5020161290322581,0.21459739791648752
0.0,0.502053388090349,0.21459739791648752
0.0,0.5031120331950207,0.22018899212983353
0.0,0.5005324813631523,0.22607977349772512
0.0,0.5,0.23229441482693808
0.0,0.5038335158817087,0.238860378500625
0.0,0.5044642857142857,0.2458083221927271
0.0,0.5051194539249146,0.2458083221927271
0.0,0.5023364485981309,0.25317257751200417
0.0,0.504739336492891,0.26099171734250953
0.0,0.5090036014405762,0.26930923166710574
0.0,0.5,0.28562903300666237
0.0,0.5006369426751592,0.29562105315182297
0.0,0.5058064516129033,0.3063375076938362
0.0,0.5111111111111111,0.3178601436629757
0.0,0.5060893098782138,0.3178601436629757
0.0,0.5,0.3302834881947503
0.0,0.5021582733812949,0.34371744762161405
0.0,0.5,0.3582905677509375
0.0,0.5,0.374154160250979
0.0,0.5038880248833593,0.3914875760137642
0.0,0.507177033492823,0.4105050155147799
0.0,0.5066225165562914,0.4105050155147799
0.0,0.5008695652173913,0.4314644254972997
0.0,0.5,0.4546792677607977
0.0,0.5,0.4805343032955303
0.0,0.5,0.5095070864399637
0.0,0.5090180360721442,0.5421977335992647
0.0,0.5204918032786885,0.5793709376658156
0.0,0.501123595505618,0.5793709376658156
0.0,0.5127020785219399,0.6220165377043089
0.0,0.5,0.716581135501875
0.0,0.5013404825737265,0.7829751520275284
0.0,0.5126050420168067,0.8629288509945994
0.0,0.5179640718562875,0.9610686065910606
0.0,0.5288461538461539,0.9610686065910606
0.0,0.5,1.0
0.0,0.5,1.0
0.0,0.5024154589371981,1.0
0.0,0.5,1.0
0.0,0.5,1.0
0.0,0.5,1.0
0.0,0.5,1.0
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.001199040767386091,0.5251798561151079,0.3203562021970202
0.0,0.5,0.8815763447940356
0.0,0.5,1.0
0.0,0.8947368421052632,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.001364256480218281,0.5061391541609823,0.29562105315182297
0.0014326647564469914,0.5,0.3063375076938362
0.0014814814814814814,0.5037037037037037,0.3302834881947503
0.0012903225806451613,0.5690322580645162,0.29562105315182297
0.0011560693641618498,0.507514450867052,0.26099171734250953
0.0,0.5,0.28562903300666237
0.0,0.5,0.29562105315182297
0.0,0.5,0.3178601436629757
0.0,0.5007012622720898,0.34371744762161405
0.0,0.5122302158273381,0.374154160250979
0.0,0.5274074074074074,0.3914875760137642
0.0,0.5033783783783784,0.4314644254972997
0.0,0.5166959578207382,0.4805343032955303
0.0,0.5,0.5095070864399637
0.0,0.5,1.0
0.0,0.9882352941176471,1.0
0.0,0.5,1.0
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0010893246187363835,0.5098039215686274,0.25317257751200417
0.0,0.5163398692810458,0.3302834881947503
0.0,0.5,0.4546792677607977
0.0,0.501039501039501,0.7293930053721304
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0015748031496062992,0.5858267716535434,0.4805343032955303
0.003745318352059925,0.49812734082397003,1.0
0.007936507936507936,0.9920634920634921,1.0
0.003952569169960474,0.4980237154150198,0.7829751520275284
0.0,0.509090909090909,1.0
0.0,0.6714285714285714,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0012376237623762376,0.5012376237623762,0.3063375076938362
0.0,0.5123674911660777,0.5421977335992647
0.0,0.6244343891402715,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5254629629629629,0.30865521907477056
0.0,0.5,0.3914875760137642
0.0,0.5,0.7982965281468257
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0012610340479192938,0.5346784363177806,0.374154160250979
0.0,0.5483870967741935,0.9610686065910606
0.0,0.5,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0011074197120708748,0.4994462901439646,0.238860378500625
0.0,0.5,0.28562903300666237
0.0,0.5240963855421686,0.4314644254972997
0.0,0.5,0.8815763447940356
0.0,0.6153846153846154,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.002680965147453083,0.49865951742627346,0.2762903911054637
0.0011641443538998836,0.5215366705471478,0.2876429503315331
0.0,0.5043936731107206,0.5095070864399637
0.0,0.5268817204301075,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.001004016064257028,0.5,0.20928276219946854
0.0,0.505971769815418,0.25317257751200417
0.0,0.5190839694656488,0.3302834881947503
0.0,0.5084175084175084,0.4805343032955303
0.0,0.5011389521640092,0.8815763447940356
0.0,0.546875,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5526641883519207,0.37761744484953574
0.0,0.5029239766081871,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.0053475935828877,0.49732620320855614,0.2762903911054637
0.0010030090270812437,0.49949849548645936,0.20928276219946854
0.0,0.5959731543624162,0.3614651557328431
0.0,0.5,0.3914875760137642
0.0,0.5,0.4105050155147799
0.0,0.506578947368421,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0012594458438287153,0.5,0.3178601436629757
0.0,0.5444646098003629,0.6714389640826308
0.0,0.9347826086956522,1.0
-1,-1,-1
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
0.004016064257028112,0.4979919678714859,0.2762903911054637
0.0010787486515641855,0.5372168284789643,0.26930923166710574
0.0,0.5,0.374154160250979
0.0,0.5,0.6220165377043089
0.0,0.5388127853881278,1.0
-1,-1,-1
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
1.0,1.0,1.0
0.010416666666666666,0.96875,0.7829751520275284
