,split_number,it_1,it_2,it_3,it_4,it_5,it_6,it_7,it_8,it_9,it_10,it_11,it_12,it_13,it_14,it_15,it_16,it_17,it_18,it_19,it_20,it_21,it_22,it_23,it_24,it_25,it_26,it_27,it_28,it_29,it_30
29,6000,0.28557829605,0.308196721311,0.276687410244,0.272683629381,0.270843373494,0.304368248004,0.300518134715,0.302916274694,0.280936454849,0.266280752533,0.292336802271,0.268527430221,0.266987951807,0.308411214953,0.272683629381,0.278758949881,0.270192307692,0.306179775281,0.306036499766,0.272246272246,0.308988764045,0.270843373494,0.276687410244,0.268656716418,0.272508425614,0.279425837321,0.269619643717,0.307548054383,0.294617563739,0.283539486204
30,6200,0.284761904762,0.300943396226,0.28557829605,0.275431861804,0.263438256659,0.296506137866,0.302773859897,0.297450424929,0.28038277512,0.272814601345,0.308844174076,0.259689922481,0.271723475756,0.310280373832,0.272508425614,0.308485700891,0.279713603819,0.303286384977,0.300376647834,0.271984622778,0.310715956949,0.281205164993,0.273076923077,0.26833976834,0.273076923077,0.264862252296,0.265246853824,0.302773859897,0.288151658768,0.273208273208
31,6400,0.276391554702,0.306103286385,0.290874524715,0.275564090254,0.26137463698,0.299100804543,0.305816135084,0.284080076263,0.271676300578,0.269435055529,0.294756731223,0.274735830932,0.275299760192,0.308844174076,0.273208273208,0.306466729147,0.281205164993,0.30740393627,0.288825757576,0.271366489619,0.310425432445,0.274302213667,0.265315967197,0.258595641646,0.267374517375,0.28038277512,0.274340527578,0.305164319249,0.271770334928,0.282991900905
32,6600,0.296823138928,0.302916274694,0.291943127962,0.267822736031,0.257531584062,0.296786389414,0.308988764045,0.280516993777,0.285850404955,0.272332206663,0.287612719506,0.268786127168,0.283396946565,0.310215557638,0.269695505075,0.282991900905,0.288984263233,0.291271347249,0.306026365348,0.275132275132,0.308052434457,0.261962300628,0.274735830932,0.265700483092,0.267116682739,0.284622731614,0.26389560174,0.305307656177,0.273250239693,0.301460197833
33,6800,0.292636579572,0.298013245033,0.294617563739,0.283667621777,0.268599033816,0.297207761477,0.308485700891,0.279425837321,0.27599425012,0.270139893874,0.29531471841,0.272115384615,0.288296860133,0.309065288868,0.272508425614,0.302773859897,0.293586698337,0.285850404955,0.292358803987,0.277056277056,0.304654442877,0.269695505075,0.280516993777,0.25596107056,0.271153846154,0.285714285714,0.271284271284,0.298295454545,0.279425837321,0.300659754948
34,7000,0.287756074321,0.304,0.296226415094,0.298535663675,0.267891682785,0.297207761477,0.298774740811,0.28557829605,0.29598108747,0.258629071463,0.297872340426,0.267951807229,0.288159771755,0.307186472522,0.278444551128,0.283667621777,0.294786729858,0.27969348659,0.304573314474,0.27496382055,0.308988764045,0.276790004805,0.279961649089,0.270582571016,0.275035936751,0.281609195402,0.272115384615,0.297348484848,0.275696445725,0.280114722753
35,7200,0.292102759277,0.302402260951,0.297310051911,0.290736342043,0.273429951691,0.302830188679,0.30595964336,0.27724665392,0.302171860246,0.267503621439,0.299717247879,0.269045323047,0.279002876318,0.306390977444,0.278444551128,0.284622731614,0.295066413662,0.283253588517,0.307186472522,0.281055155875,0.306247064349,0.283524904215,0.281609195402,0.272246272246,0.280785816962,0.288167938931,0.274434280212,0.306823529412,0.28147438966,0.282442748092
36,7400,0.297348484848,0.305021116847,0.302916274694,0.288022813688,0.268151016457,0.302544769086,0.305816135084,0.288022813688,0.305084745763,0.270400772574,0.290736342043,0.279404704753,0.2758289284,0.307981220657,0.281744130331,0.285031085605,0.293308020883,0.284074605452,0.304941176471,0.279136690647,0.291943127962,0.285031085605,0.282702443699,0.280936454849,0.276227141482,0.291151284491,0.292241789624,0.286944045911,0.267571497819,0.277777777778
37,7600,0.287213740458,0.297348484848,0.300518134715,0.294676806084,0.27193828351,0.30108541765,0.294228949858,0.282161645146,0.298253893346,0.271366489619,0.298436759829,0.289386006663,0.278735632184,0.306390977444,0.278712157617,0.27721822542,0.301369863014,0.285850860421,0.303773584906,0.260194174757,0.287482151356,0.279673234022,0.286939942803,0.285303973193,0.282431785543,0.288167938931,0.27636013481,0.294257237779,0.277456647399,0.288836104513
38,7800,0.290199809705,0.299242424242,0.299480396788,0.286939942803,0.273297923708,0.294926505453,0.306535025858,0.281325012002,0.296823138928,0.275264677575,0.295066413662,0.279270633397,0.285305343511,0.301512287335,0.274698795181,0.280785816962,0.304941176471,0.287756074321,0.299100804543,0.276493256262,0.297630331754,0.280769230769,0.295874822191,0.28830548926,0.281205164993,0.293447293447,0.27636013481,0.275529865125,0.275397207511,0.282026768642
